objectid,date,time,common_name,scientific_name,e_bird_group,count,repeat_observation,substrate,sex,breeding_activity,observation_notes,observers,latitude,longitude,starting_time,ending_time,starting_temp_f,starting_percent_cloud_cover,starting_cloud_height,starting_wind_speed,starting_wind_direction,starting_rain,ending_temp_f,ending_percent_cloud_cover,ending_cloud_height,ending_wind_speed,ending_wind_direction,ending_rain,weather_note,creation_date,creator,edit_date,editor,year
657,2020-03-24,2020-03-24T08:38:01Z,Ruddy Duck,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40829708455269,-119.84492601637132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:38:01Z,ccber_user,2020-03-24T15:38:01Z,ccber_user,2020
658,2020-03-24,2020-03-24T08:38:32Z,American Crow,NA,NA,2,No,Bare ground,NA,Carrying Nest Material,NA,"EAST: Lisa S, Conor M",34.40863144854779,-119.84455369433044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:38:32Z,ccber_user,2020-03-24T15:38:55Z,ccber_user,2020
770,2020-03-24,2020-03-24T08:39:23Z,Marbled Godwit,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40749772647609,-119.8502349905302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:39:23Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:39:23Z,clark@ccber.ucsb.edu_ucsb,2020
771,2020-03-24,2020-03-24T08:39:32Z,Long-billed Curlew,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40749772647609,-119.85014797881345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:39:32Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:39:32Z,clark@ccber.ucsb.edu_ucsb,2020
772,2020-03-24,2020-03-24T08:39:43Z,Willet,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40752336492347,-119.85018216240498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:39:43Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:39:51Z,clark@ccber.ucsb.edu_ucsb,2020
773,2020-03-24,2020-03-24T08:40:04Z,Cassin's Kingbird,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40756182369162,-119.85018526967752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:40:04Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:40:04Z,clark@ccber.ucsb.edu_ucsb,2020
774,2020-03-24,2020-03-24T08:40:26Z,House Finch,NA,NA,3,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40751823767932,-119.84986829643458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:40:26Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:40:26Z,clark@ccber.ucsb.edu_ucsb,2020
659,2020-03-24,2020-03-24T08:40:37Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.408537832693,-119.84426647418803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:40:37Z,ccber_user,2020-03-24T15:40:37Z,ccber_user,2020
775,2020-03-24,2020-03-24T08:41:20Z,Common Yellowthroat,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40766276684924,-119.8505813835987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:41:20Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:41:20Z,clark@ccber.ucsb.edu_ucsb,2020
660,2020-03-24,2020-03-24T08:41:48Z,Eared Grebe,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40825991051632,-119.84427002073677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:41:48Z,ccber_user,2020-03-24T15:41:48Z,ccber_user,2020
661,2020-03-24,2020-03-24T08:41:57Z,Bufflehead,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40804849222724,-119.84420619363924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:41:57Z,ccber_user,2020-03-24T15:41:57Z,ccber_user,2020
776,2020-03-24,2020-03-24T08:42:04Z,Northern Mockingbird,NA,NA,1,Yes,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40769645036333,-119.85043836641557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:42:04Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:42:04Z,clark@ccber.ucsb.edu_ucsb,2020
662,2020-03-24,2020-03-24T08:42:37Z,Mallard,NA,NA,2,No,Water - Wading,NA,NA,NA,"EAST: Lisa S, Conor M",34.40797535420092,-119.84387996864716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:42:37Z,ccber_user,2020-03-24T15:42:37Z,ccber_user,2020
663,2020-03-24,2020-03-24T08:42:46Z,American Coot,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40800168398671,-119.84393315789512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:42:46Z,ccber_user,2020-03-24T15:42:46Z,ccber_user,2020
664,2020-03-24,2020-03-24T08:43:07Z,Belted Kingfisher,NA,NA,1,No,NA,M,NA,NA,"EAST: Lisa S, Conor M",34.40800168398671,-119.84625219203875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:43:07Z,ccber_user,2020-03-24T15:43:07Z,ccber_user,2020
777,2020-03-24,2020-03-24T08:43:07Z,Killdeer,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40748695021766,-119.85006171629169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:43:07Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:43:07Z,clark@ccber.ucsb.edu_ucsb,2020
778,2020-03-24,2020-03-24T08:43:52Z,California Towhee,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40708237778985,-119.8495078168841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:43:52Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:43:52Z,clark@ccber.ucsb.edu_ucsb,2020
779,2020-03-24,2020-03-24T08:44:17Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.407552695007176,-119.84999434084875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:44:17Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:44:17Z,clark@ccber.ucsb.edu_ucsb,2020
780,2020-03-24,2020-03-24T08:44:56Z,Common Yellowthroat,NA,NA,2,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.407734730436324,-119.85014039703245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:44:56Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:44:56Z,clark@ccber.ucsb.edu_ucsb,2020
665,2020-03-24,2020-03-24T08:45:40Z,American Crow,NA,NA,1,No,Bare ground,NA,NA,NA,"EAST: Lisa S, Conor M",34.408242137262654,-119.84353546922726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:45:40Z,ccber_user,2020-03-24T15:45:40Z,ccber_user,2020
781,2020-03-24,2020-03-24T08:45:48Z,Hooded Oriole,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40791234307529,-119.84973330390189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:45:48Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:45:48Z,clark@ccber.ucsb.edu_ucsb,2020
666,2020-03-24,2020-03-24T08:45:51Z,Bewick's Wren,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.408099075810405,-119.84384889412486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:45:51Z,ccber_user,2020-03-24T15:45:51Z,ccber_user,2020
667,2020-03-24,2020-03-24T08:46:34Z,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40845587259828,-119.84411324855002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:46:34Z,ccber_user,2020-03-24T15:46:34Z,ccber_user,2020
782,2020-03-24,2020-03-24T08:46:40Z,Common Yellowthroat,NA,NA,2,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.407777733056115,-119.84979653361981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:46:40Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:46:40Z,clark@ccber.ucsb.edu_ucsb,2020
783,2020-03-24,2020-03-24T08:47:09Z,Eared Grebe,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40797900358121,-119.84990732823368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:47:09Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:47:09Z,clark@ccber.ucsb.edu_ucsb,2020
668,2020-03-24,2020-03-24T08:48:00Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40875257002815,-119.84361046148551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:48:00Z,ccber_user,2020-03-24T15:48:00Z,ccber_user,2020
784,2020-03-24,2020-03-24T08:48:23Z,Lincoln's Sparrow,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40793029056738,-119.84954995685409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:48:23Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:48:23Z,clark@ccber.ucsb.edu_ucsb,2020
785,2020-03-24,2020-03-24T08:48:30Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40801713307321,-119.84959259988064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:48:30Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:48:30Z,clark@ccber.ucsb.edu_ucsb,2020
786,2020-03-24,2020-03-24T08:49:20Z,Cassin's Kingbird,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40767133966358,-119.84945362152303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:49:20Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:49:20Z,clark@ccber.ucsb.edu_ucsb,2020
669,2020-03-24,2020-03-24T08:49:56Z,Anna's Hummingbird,NA,NA,1,No,NA,M,NA,NA,"EAST: Lisa S, Conor M",34.408129629314466,-119.84369199617396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:49:56Z,ccber_user,2020-03-24T15:49:56Z,ccber_user,2020
787,2020-03-24,2020-03-24T08:50:03Z,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.408295749762175,-119.849187566587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:50:03Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:50:03Z,clark@ccber.ucsb.edu_ucsb,2020
788,2020-03-24,2020-03-24T08:50:20Z,House Finch,NA,NA,8,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.408404603678576,-119.84914907916698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:50:20Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:50:38Z,clark@ccber.ucsb.edu_ucsb,2020
789,2020-03-24,2020-03-24T08:50:31Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.408292883038065,-119.84919621646489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:50:31Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:50:31Z,clark@ccber.ucsb.edu_ucsb,2020
670,2020-03-24,2020-03-24T08:50:36Z,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40815504300284,-119.8437767046103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:50:36Z,ccber_user,2020-03-24T15:50:36Z,ccber_user,2020
671,2020-03-24,2020-03-24T08:50:46Z,Northern Mockingbird,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40803432828484,-119.8438639804317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:50:46Z,ccber_user,2020-03-24T15:50:46Z,ccber_user,2020
790,2020-03-24,2020-03-24T08:51:06Z,Golden-crowned Sparrow,NA,NA,4,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.407950801664555,-119.84876995418446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:51:06Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:51:06Z,clark@ccber.ucsb.edu_ucsb,2020
791,2020-03-24,2020-03-24T08:51:14Z,Common Yellowthroat,NA,NA,NA,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.408507157791576,-119.8489843775512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:51:14Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:51:14Z,clark@ccber.ucsb.edu_ucsb,2020
672,2020-03-24,2020-03-24T08:51:42Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40766794670578,-119.84385884655988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:51:42Z,ccber_user,2020-03-24T15:51:42Z,ccber_user,2020
792,2020-03-24,2020-03-24T08:51:46Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.408091813376075,-119.8490651738245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:51:46Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:51:46Z,clark@ccber.ucsb.edu_ucsb,2020
673,2020-03-24,2020-03-24T08:52:19Z,House Wren,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.407809840113,-119.8436688941998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:52:19Z,ccber_user,2020-03-24T15:52:19Z,ccber_user,2020
793,2020-03-24,2020-03-24T08:52:33Z,California Towhee,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40814565498418,-119.84890358037961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:52:33Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:52:33Z,clark@ccber.ucsb.edu_ucsb,2020
794,2020-03-24,2020-03-24T08:52:45Z,White-crowned Sparrow,NA,NA,2,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40816872963081,-119.84893154852767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:52:45Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:52:45Z,clark@ccber.ucsb.edu_ucsb,2020
674,2020-03-24,2020-03-24T08:53:17Z,House Finch,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.407282504173835,-119.84369456355905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:53:17Z,ccber_user,2020-03-24T15:53:17Z,ccber_user,2020
675,2020-03-24,2020-03-24T08:53:31Z,White-crowned Sparrow,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40738627736641,-119.843758736508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:53:31Z,ccber_user,2020-03-24T15:53:31Z,ccber_user,2020
795,2020-03-24,2020-03-24T08:53:47Z,Bushtit,NA,NA,1,No,NA,NA,NA,carrying material,"WEST: Mark H, Chris B",34.40836063345477,-119.84910140018495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:53:47Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:54:30Z,clark@ccber.ucsb.edu_ucsb,2020
676,2020-03-24,2020-03-24T08:54:25Z,House Finch,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.407149081202625,-119.84363038971176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:54:25Z,ccber_user,2020-03-24T15:54:25Z,ccber_user,2020
796,2020-03-24,2020-03-24T08:55:47Z,Northern Mockingbird,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40895839320947,-119.8492532226545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:55:47Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:55:47Z,clark@ccber.ucsb.edu_ucsb,2020
797,2020-03-24,2020-03-24T08:55:58Z,Hooded Oriole,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.408940446679104,-119.84928429897343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:55:58Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:55:58Z,clark@ccber.ucsb.edu_ucsb,2020
798,2020-03-24,2020-03-24T08:56:26Z,Song Sparrow,NA,NA,2,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.408935318780664,-119.8489766484465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:56:26Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:57:53Z,clark@ccber.ucsb.edu_ucsb,2020
799,2020-03-24,2020-03-24T08:56:46Z,Red-tailed Hawk,NA,NA,1,Yes,NA,NA,NA,Changed 'Repeat Observation' from No to Yes following post-survey review.,"WEST: Mark H, Chris B",34.4090743470465,-119.84842590212558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:56:46Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:56:46Z,clark@ccber.ucsb.edu_ucsb,2020
800,2020-03-24,2020-03-24T08:57:01Z,White-crowned Sparrow,NA,NA,4,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40896153857663,-119.84902566502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:57:01Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:59:09Z,clark@ccber.ucsb.edu_ucsb,2020
801,2020-03-24,2020-03-24T08:57:34Z,Lincoln's Sparrow,NA,NA,1,Yes,NA,NA,NA,Changed 'Repeat Observation' from No to Yes following survey review by Mark H.,"WEST: Mark H, Chris B",34.409046144758015,-119.84901634230397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:57:34Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:57:34Z,clark@ccber.ucsb.edu_ucsb,2020
802,2020-03-24,2020-03-24T08:57:43Z,California Towhee,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.409143570198836,-119.8490008041445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:57:43Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:57:43Z,clark@ccber.ucsb.edu_ucsb,2020
803,2020-03-24,2020-03-24T08:58:03Z,Mourning Dove,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.409087016691565,-119.8491790496598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:58:03Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:58:03Z,clark@ccber.ucsb.edu_ucsb,2020
677,2020-03-24,2020-03-24T08:58:11Z,Marbled Godwit,NA,NA,17,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.4068568205467,-119.84338909863318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:58:11Z,ccber_user,2020-03-24T15:58:11Z,ccber_user,2020
678,2020-03-24,2020-03-24T08:58:20Z,Willet,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40701989294908,-119.84321968086219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:58:20Z,ccber_user,2020-03-24T15:58:20Z,ccber_user,2020
804,2020-03-24,2020-03-24T08:58:26Z,Anna's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40908478366215,-119.84918244978314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:58:26Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:58:26Z,clark@ccber.ucsb.edu_ucsb,2020
805,2020-03-24,2020-03-24T08:58:55Z,Common Yellowthroat,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40902819824648,-119.84894797512095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:58:55Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:58:55Z,clark@ccber.ucsb.edu_ucsb,2020
679,2020-03-24,2020-03-24T08:58:58Z,American Crow,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.4067805782752,-119.84351359435178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:58:58Z,ccber_user,2020-03-24T15:59:46Z,ccber_user,2020
806,2020-03-24,2020-03-24T08:59:50Z,House Wren,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40921436671383,-119.84924568309434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T15:59:50Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T15:59:50Z,clark@ccber.ucsb.edu_ucsb,2020
807,2020-03-24,2020-03-24T09:00:18Z,Hooded Oriole,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.40933461652312,-119.84927341678207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:00:18Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T16:00:18Z,clark@ccber.ucsb.edu_ucsb,2020
680,2020-03-24,2020-03-24T09:00:27Z,Black-necked Stilt,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40629347471622,-119.84445052371842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:00:27Z,ccber_user,2020-03-24T16:00:27Z,ccber_user,2020
681,2020-03-24,2020-03-24T09:00:46Z,American Crow,NA,NA,1,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.406151578736996,-119.84428623981924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:00:46Z,ccber_user,2020-03-24T16:00:46Z,ccber_user,2020
808,2020-03-24,2020-03-24T09:01:09Z,Killdeer,NA,NA,1,No,Air,NA,NA,NA,"WEST: Mark H, Chris B",34.40954469975561,-119.84928121685371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:01:09Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T16:01:09Z,clark@ccber.ucsb.edu_ucsb,2020
682,2020-03-24,2020-03-24T09:01:32Z,Eared Grebe,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.40646502035762,-119.84445309020516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:01:32Z,ccber_user,2020-03-24T16:01:32Z,ccber_user,2020
683,2020-03-24,2020-03-24T09:01:44Z,Mallard,NA,NA,2,Yes,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.4062871207829,-119.84422463425538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:01:44Z,ccber_user,2020-03-24T16:01:44Z,ccber_user,2020
684,2020-03-24,2020-03-24T09:01:56Z,Mallard,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.407157552532226,-119.84608822434656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:01:56Z,ccber_user,2020-03-24T16:01:56Z,ccber_user,2020
809,2020-03-24,2020-03-24T09:02:02Z,Allen's Hummingbird,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.409700233371545,-119.84936689996213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:02:02Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T16:02:02Z,clark@ccber.ucsb.edu_ucsb,2020
685,2020-03-24,2020-03-24T09:02:18Z,American Crow,NA,NA,2,No,NA,NA,NA,NA,"EAST: Lisa S, Conor M",34.406653507668324,-119.84361883917384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:02:18Z,ccber_user,2020-03-24T16:02:18Z,ccber_user,2020
810,2020-03-24,2020-03-24T09:04:02Z,Song Sparrow,NA,NA,1,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.41014377098774,-119.84940729809878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:04:02Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T16:04:23Z,clark@ccber.ucsb.edu_ucsb,2020
811,2020-03-24,2020-03-24T09:05:06Z,California Towhee,NA,NA,2,No,NA,NA,NA,NA,"WEST: Mark H, Chris B",34.41005916591647,-119.84949741798638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24T16:05:06Z,clark@ccber.ucsb.edu_ucsb,2020-03-24T16:05:26Z,clark@ccber.ucsb.edu_ucsb,2020
